impl,grid_size,num_threads,time
omp,256,2,0.027745
omp,256,2,0.029300
omp,256,2,0.028031
omp,256,2,0.028691
omp,256,2,0.028501
omp,256,4,0.014579
omp,256,4,0.015339
omp,256,4,0.015203
omp,256,4,0.015360
omp,256,4,0.015755
omp,256,4,0.015845
omp,256,4,0.015990
omp,256,4,0.016317
omp,256,4,0.016735
omp,256,4,0.016571
omp,256,4,0.016426
omp,256,4,0.016977
omp,256,4,0.017048
omp,256,4,0.017278
omp,256,4,0.017155
omp,256,8,0.017832
omp,256,8,0.017048
omp,256,8,0.017268
omp,256,8,0.017367
omp,256,8,0.017573
omp,256,8,0.017455
omp,256,8,0.017436
omp,256,8,0.017480
omp,256,8,0.017539
omp,256,8,0.018120
omp,256,8,0.017986
omp,256,8,0.018183
omp,256,8,0.018214
omp,256,8,0.019014
omp,256,8,0.018181
omp,256,16,0.024792
omp,256,16,0.024595
omp,256,16,0.025208
omp,256,16,0.024967
omp,256,16,0.025181
omp,256,16,0.024437
omp,256,16,0.023473
omp,256,16,0.024506
omp,256,16,0.025199
omp,256,16,0.024757
omp,256,16,0.026661
omp,256,16,0.024355
omp,256,16,0.025341
omp,256,16,0.025093
omp,256,16,0.024721
omp,256,32,0.027292
omp,256,32,0.027304
omp,256,32,0.027617
omp,256,32,0.028984
omp,256,32,0.027404
omp,256,32,0.027447
omp,256,32,0.028117
omp,256,32,0.028160
omp,256,32,0.028301
omp,256,32,0.028264
omp,256,32,0.028059
omp,256,32,0.027026
omp,256,32,0.026957
omp,256,32,0.027361
omp,256,32,0.026508
omp,512,1,0.260056
omp,512,1,0.220180
omp,512,1,0.206512
omp,512,1,0.199291
omp,512,1,0.193930
omp,512,1,0.193660
omp,512,1,0.192697
omp,512,1,0.193138
omp,512,1,0.191800
omp,512,1,0.189291
omp,512,1,0.191623
omp,512,1,0.192892
omp,512,1,0.189612
omp,512,1,0.193418
omp,512,1,0.188575
omp,512,2,0.098892
omp,512,2,0.103856
omp,512,2,0.107643
omp,512,2,0.110687
omp,512,2,0.114575
omp,512,2,0.126871
omp,512,2,0.118010
omp,512,2,0.117819
omp,512,2,0.117155
omp,512,2,0.113838
omp,512,2,0.114041
omp,512,2,0.113798
omp,512,2,0.117715
omp,512,2,0.119164
omp,512,2,0.114447
omp,512,4,0.059937
omp,512,4,0.063031
omp,512,4,0.065267
omp,512,4,0.067653
omp,512,4,0.069231
omp,512,4,0.070464
omp,512,4,0.070188
omp,512,4,0.072381
omp,512,4,0.073763
omp,512,4,0.073102
omp,512,4,0.073632
omp,512,4,0.077465
omp,512,4,0.073226
omp,512,4,0.072767
omp,512,4,0.072835
omp,512,8,0.071174
omp,512,8,0.071162
omp,512,8,0.071256
omp,512,8,0.072718
omp,512,8,0.074819
omp,512,8,0.074390
omp,512,8,0.074250
omp,512,8,0.073940
omp,512,8,0.074873
omp,512,8,0.074215
omp,512,8,0.074514
omp,512,8,0.073841
omp,512,8,0.073980
omp,512,8,0.074100
omp,512,8,0.074254
omp,512,16,0.079107
omp,512,16,0.075101
omp,512,16,0.077220
omp,512,16,0.078354
omp,512,16,0.078674
omp,512,16,0.077994
omp,512,16,0.078352
omp,512,16,0.078649
omp,512,16,0.079310
omp,512,16,0.078394
omp,512,16,0.077990
omp,512,16,0.077716
omp,512,16,0.075225
omp,512,16,0.077197
omp,512,16,0.078863
omp,512,32,0.082756
omp,512,32,0.082114
omp,512,32,0.082167
omp,512,32,0.082417
omp,512,32,0.083586
omp,512,32,0.089064
omp,512,32,0.093787
omp,512,32,0.085926
omp,512,32,0.086406
omp,512,32,0.083683
omp,512,32,0.083094
omp,512,32,0.086118
omp,512,32,0.085737
omp,512,32,0.082931
omp,512,32,0.082737
omp,1024,1,0.893378
omp,1024,1,0.767874
omp,1024,1,0.767192
omp,1024,1,0.765106
omp,1024,1,0.762708
omp,1024,1,0.774941
omp,1024,1,0.768619
omp,1024,1,0.764144
omp,1024,1,0.762820
omp,1024,1,0.777281
omp,1024,1,0.759991
omp,1024,1,0.760176
omp,1024,1,0.765394
omp,1024,1,0.769060
omp,1024,1,0.779140
omp,1024,2,0.421517
omp,1024,2,0.454542
omp,1024,2,0.464883
omp,1024,2,0.466584
omp,1024,2,0.464189
omp,1024,2,0.466657
omp,1024,2,0.465894
omp,1024,2,0.469624
omp,1024,2,0.463294
omp,1024,2,0.466265
omp,1024,2,0.464695
omp,1024,2,0.482665
omp,1024,2,0.480114
omp,1024,2,0.473801
omp,1024,2,0.543571
omp,1024,4,0.261813
omp,1024,4,0.287011
omp,1024,4,0.292647
omp,1024,4,0.297924
omp,1024,4,0.303052
omp,1024,4,0.297409
omp,1024,4,0.343541
omp,1024,4,0.557691
omp,1024,4,0.380681
omp,1024,4,0.330732
omp,1024,4,0.313997
omp,1024,4,0.313712
omp,1024,4,0.314640
omp,1024,4,0.344177
omp,1024,4,0.323747
omp,1024,8,0.339763
omp,1024,8,0.297470
omp,1024,8,0.295781
omp,1024,8,0.296366
omp,1024,8,0.301420
omp,1024,8,0.304174
omp,1024,8,0.305931
omp,1024,8,0.442675
omp,1024,8,0.361564
omp,1024,8,0.517829
omp,1024,8,0.331528
omp,1024,8,0.318639
omp,1024,8,0.320575
omp,1024,8,0.318769
omp,1024,8,0.317450
omp,1024,16,0.318907
omp,1024,16,0.337290
omp,1024,16,0.326977
omp,1024,16,0.310972
omp,1024,16,0.314336
omp,1024,16,0.306241
omp,1024,16,0.303003
omp,1024,16,0.304928
omp,1024,16,0.308979
omp,1024,16,0.307439
omp,1024,16,0.311325
omp,1024,16,0.307572
omp,1024,16,0.353364
omp,1024,16,0.422901
omp,1024,16,0.530400
omp,1024,32,0.468576
omp,1024,32,0.452411
omp,1024,32,0.365143
omp,1024,32,0.314421
omp,1024,32,0.306330
omp,1024,32,0.308654
omp,1024,32,0.305285
omp,1024,32,0.307801
omp,1024,32,0.327565
omp,1024,32,0.309599
omp,1024,32,0.309507
omp,1024,32,0.309094
omp,1024,32,0.305212
omp,1024,32,0.308826
omp,1024,32,0.307709
omp,2048,1,3.189603
omp,2048,1,3.122915
omp,2048,1,3.087654
omp,2048,1,3.086049
omp,2048,1,3.096045
omp,2048,1,3.102944
omp,2048,1,3.107767
omp,2048,1,3.107922
omp,2048,1,3.128141
omp,2048,1,3.077783
omp,2048,1,3.085128
omp,2048,1,3.121503
omp,2048,1,3.082176
omp,2048,1,3.095726
omp,2048,1,3.084304
omp,2048,2,1.820342
omp,2048,2,1.870315
omp,2048,2,1.861022
omp,2048,2,1.864538
omp,2048,2,1.853055
omp,2048,2,1.861318
omp,2048,2,1.856088
omp,2048,2,1.862706
omp,2048,2,1.860943
omp,2048,2,1.851871
omp,2048,2,1.882772
omp,2048,2,1.861098
omp,2048,2,1.857431
omp,2048,2,1.876947
omp,2048,2,1.864951
omp,2048,4,1.127317
omp,2048,4,1.177541
omp,2048,4,1.194448
omp,2048,4,1.182361
omp,2048,4,1.185995
omp,2048,4,1.175996
omp,2048,4,1.180401
omp,2048,4,1.191449
omp,2048,4,1.168578
omp,2048,4,1.185949
omp,2048,4,1.169279
omp,2048,4,1.187132
omp,2048,4,1.183616
omp,2048,4,1.173463
omp,2048,4,1.179761
omp,2048,8,1.190084
omp,2048,8,1.182750
omp,2048,8,1.214019
omp,2048,8,1.179120
omp,2048,8,1.182381
omp,2048,8,1.193312
omp,2048,8,1.186973
omp,2048,8,1.181861
omp,2048,8,1.182402
omp,2048,8,1.180633
omp,2048,8,1.182605
omp,2048,8,1.183241
omp,2048,8,1.192818
omp,2048,8,1.184414
omp,2048,8,1.181436
omp,2048,16,1.201903
omp,2048,16,1.217617
omp,2048,16,1.209859
omp,2048,16,1.209997
omp,2048,16,1.201317
omp,2048,16,1.208369
omp,2048,16,1.216574
omp,2048,16,1.222194
omp,2048,16,1.216400
omp,2048,16,1.209459
omp,2048,16,1.202836
omp,2048,16,1.253404
omp,2048,16,1.221274
omp,2048,16,1.209763
omp,2048,16,1.208367
omp,2048,32,1.208313
omp,2048,32,1.205107
omp,2048,32,1.196895
omp,2048,32,1.188982
omp,2048,32,1.192106
omp,2048,32,1.194709
omp,2048,32,1.192787
omp,2048,32,1.203240
omp,2048,32,1.198675
omp,2048,32,1.197471
omp,2048,32,1.194242
omp,2048,32,1.193578
omp,2048,32,1.193833
omp,2048,32,1.200733
omp,2048,32,1.219015
omp,4096,1,12.263183
omp,4096,1,12.296297
omp,4096,1,12.267297
omp,4096,1,12.283548
omp,4096,1,12.265557
omp,4096,1,12.215770
omp,4096,1,12.256943
omp,4096,1,12.242640
omp,4096,1,12.214100
omp,4096,1,12.662208
omp,4096,1,12.142913
omp,4096,1,12.256306
omp,4096,1,12.253554
omp,4096,1,12.254926
omp,4096,1,12.261158
omp,4096,2,7.312626
omp,4096,2,7.362134
omp,4096,2,7.361356
omp,4096,2,7.370191
omp,4096,2,7.361455
omp,4096,2,7.371859
omp,4096,2,7.373410
omp,4096,2,7.372223
omp,4096,2,7.436092
omp,4096,2,7.375400
omp,4096,2,7.394610
omp,4096,2,7.407291
omp,4096,2,7.459545
omp,4096,2,7.389225
omp,4096,2,7.397732
omp,4096,4,4.706923
omp,4096,4,4.699609
omp,4096,4,4.709922
omp,4096,4,4.707195
omp,4096,4,4.722445
omp,4096,4,4.709437
omp,4096,4,4.705062
omp,4096,4,4.757469
omp,4096,4,4.707634
omp,4096,4,4.687036
omp,4096,4,4.754151
omp,4096,4,4.699387
omp,4096,4,4.711637
omp,4096,4,4.716511
omp,4096,4,4.727292
omp,4096,8,4.729987
omp,4096,8,4.714751
omp,4096,8,4.728339
omp,4096,8,4.728903
omp,4096,8,4.763098
omp,4096,8,4.737465
omp,4096,8,4.725610
omp,4096,8,4.736455
omp,4096,8,4.723196
omp,4096,8,4.750505
omp,4096,8,4.781149
omp,4096,8,4.725272
omp,4096,8,4.730816
omp,4096,8,4.728005
omp,4096,8,4.731803
omp,4096,16,4.841509
omp,4096,16,4.825330
omp,4096,16,4.850123
omp,4096,16,4.836989
omp,4096,16,4.838536
omp,4096,16,4.905457
omp,4096,16,4.823813
omp,4096,16,4.810818
omp,4096,16,4.855533
omp,4096,16,4.800986
omp,4096,16,4.823325
omp,4096,16,4.826318
omp,4096,16,4.818151
omp,4096,16,4.820397
omp,4096,16,5.632282
omp,4096,32,4.812579
omp,4096,32,4.832260
omp,4096,32,4.814402
omp,4096,32,4.793271
omp,4096,32,4.800212
omp,4096,32,4.819131
omp,4096,32,4.807845
omp,4096,32,4.795154
omp,4096,32,4.781765
omp,4096,32,4.790885
omp,4096,32,4.781163
omp,4096,32,4.888195
omp,4096,32,4.972898
omp,4096,32,5.156374
omp,4096,32,4.967095

